word,len
ɑ0 s t ɛ0 ʁ,5
ɑ0 s t ɛ0 l,5
ɑ0 s t ɛ0 ɾ n,6
ɑ0 s t ɛ0 ɾ,5
ɑ0 s t ɛ0 tsʰ,5
ɑ0 s t ɛ0 n,5
ɑ0 s t ə0,4
ɑ0 s t v ɑ0 ts,6
ɑ0 s t v ɑ0 ts n,7
ɑ0 s t v ɑ0 ts kʰ,7
ɑ0 s t ʁ ɛ0 ɾ,6
ɑ0 s t ʁ ɛ0 ɾ n,7
ɑ0 s ɛ0 l,4
ɑ0 s ɛ0 s,4
ɑ0 s ɛ0 m,4
ɑ0 s ɛ0 n kʰ,5
ɑ0 s ɛ0 n,4
ɑ0 s ɛ0 kʰ,4
ɑ0 s ɛ0 ɾ,4
ɑ0 s ɑ0,3
ɑ0 s ɑ0 ts,4
ɑ0 s ɑ0 ts s,5
ɑ0 s ɑ0 v,4
ɑ0 s ɑ0 n,4
ɑ0 s ɑ0 n kʰ,5
ɑ0 s ɑ0 m b,5
ɑ0 s ɑ0 tsʰ,4
ɑ0 s v u0 m,5
ɑ0 s v ɑ0,4
ɑ0 s v ɑ0 ts,5
ɑ0 s v ɑ0 ts n,6
ɑ0 s v ɑ0 ts kʰ,6
ɑ0 s v ɛ0 l,5
ɑ0 s v ɔ0 ʁ,5
ɑ0 s i0,3
ɑ0 s i0 tsʰ,4
ɑ0 s i0 ɾ,4
ɑ0 s i0 ɾ t,5
ɑ0 s i0 v,4
ɑ0 s i0 n kʰ n,6
ɑ0 s i0 n kʰ,5
ɑ0 s i0 n,4
ɑ0 s i0 n tʃʰ,5
ɑ0 j n t ɛ0 ʁ,6
ɑ0 j n t ɛ0 ɾ n,7
ɑ0 j n t ɛ0 ɾ,6
ɑ0 j n p ɛ0 s,6
ɑ0 j n p ɛ0 t,6
ɑ0 j n p ɛ0 t kʰ,7
ɑ0 j n kʰ ɑ0 n,6
ɑ0 j n ə0,4
ɑ0 j n ɔ0 v,5
ɑ0 j n i0 n,5
ɑ0 j n i0 n tʃʰ,6
ɑ0 j n i0,4
ɑ0 j n i0 tsʰ,5
ɑ0 j n ɛ0 ɾ,5
ɑ0 j n ɛ0 ɾ n,6
ɑ0 j s ɔ0 ɾ,5
ɑ0 j s p ɛ0 s,6
ɑ0 j s t ɛ0 ʁ,6
ɑ0 j s t ɛ0 l,6
ɑ0 j s t ɛ0 ɾ n,7
ɑ0 j s t ɛ0 ɾ,6
ɑ0 j s t ɛ0 tsʰ,6
ɑ0 j s t ɛ0 n,6
ɑ0 j s i0 n kʰ n,7
ɑ0 j s i0 n kʰ,6
ɑ0 j s i0 n,5
ɑ0 j s i0 n tʃʰ,6
ɑ0 j s kʰ ɑ0 n,6
ɑ0 j s ɾ ə0,5
ɑ0 j s ɾ i0,5
ɑ0 j s ɾ i0 n,6
ɑ0 j s ɾ i0 tsʰ,6
ɑ0 j s ɛ0 ɾ,5
ɑ0 j d p ɛ0 s,6
ɑ0 j d kʰ ɑ0 n,6
ɑ0 j d t ɛ0 ʁ,6
ɑ0 j l ɛ0 v s,6
ɑ0 j l ɛ0 v,5
ɑ0 j l ɛ0 ɾ,5
ɑ0 j l ɛ0 l,5
ɑ0 j l ɛ0 tsʰ,5
ɑ0 j l ɛ0 s,5
ɑ0 j l ɛ0 m,5
ɑ0 j l ɛ0 n,5
ɑ0 j l u0 m,5
ɑ0 j l u0 n,5
ɑ0 j l u0 ɾ,5
ɑ0 j l u0 ɾ dʒ,6
ɑ0 j l ə0,4
ɑ0 j l ɔ0 tsʰ,5
ɑ0 j l ɔ0 v,5
ɑ0 j l ɔ0 ʁ,5
ɑ0 j l i0,4
ɑ0 j l i0 n,5
ɑ0 j l i0 ɾ,5
ɑ0 j ɔ0 tsʰ,4
ɑ0 j ɔ0,3
ɑ0 j ɔ0 v,4
ɑ0 j ɔ0 ɾ,4
ɑ0 j ɔ0 ʁ,4
ɑ0 j ɾ ə0,4
ɑ0 j ɾ i0,4
ɑ0 j ɾ i0 tsʰ,5
ɑ0 j ɾ i0 n,5
ɑ0 j ɾ i0 k,5
ɑ0 j ɾ u0 m,5
ɑ0 j ɾ u0,4
ɑ0 j ɾ u0 j tʰ,6
ɑ0 j ɾ u0 n,5
ɑ0 j ɾ ɛ0 ɾ,5
ɑ0 j ɾ ɛ0 ɾ n,6
ɑ0 j ɾ ɛ0 tsʰ,5
ɑ0 j ɾ ɛ0 l,5
ɑ0 j ɾ ɛ0 n kʰ,6
ɑ0 j ɾ ɛ0 n,5
ɑ0 j ɾ ɛ0 dʒ kʰ,6
ɑ0 j ɾ v ɔ0 ʁ,6
ɑ0 j ɾ v u0 m,6
ɑ0 j ɾ v ɛ0 l,6
ɑ0 j ɾ v ɛ0 tsʰ,6
ɑ0 j ɾ v ɛ0 s t,7
ɑ0 j ɾ v ɑ0,5
ɑ0 j ɾ v ɑ0 ts,6
ɑ0 j ɾ v ɑ0 ts n,7
ɑ0 j ɾ v ɑ0 ts kʰ,7
ɑ0 j ɾ v ɑ0 k,6
ɑ0 j ɾ v ɑ0 k n,7
ɑ0 j ɾ v ɑ0 k s,7
ɑ0 j ɾ k j ɑ0 n,7
ɑ0 j ɡ i0 n,5
ɑ0 j ɡ i0,4
ɑ0 j ɡ u0 m,5
ɑ0 j ɡ u0,4
ɑ0 j ɡ u0 tsʰ,5
ɑ0 j ʒ m j ɑ0,6
ɑ0 j ʒ m j ɑ0 n,7
ɑ0 j tsʰ ə0,4
ɑ0 j tsʰ i0,4
ɑ0 j tsʰ ɔ0 v,5
ɑ0 j tsʰ u0 m,5
ɑ0 j ts ɑ0 r,5
ɑ0 j ts i0,4
ɑ0 j ts ɛ0 ɾ,5
ɑ0 ɾ d u0,4
ɑ0 ɾ d u0 n,5
ɑ0 ɾ d u0 m,5
ɑ0 ɾ d u0 tsʰ,5
ɑ0 ɾ d ɛ0 n,5
ɑ0 ɾ d ɛ0 ɾ dz,6
ɑ0 ɾ d ɛ0 ɾ,5
ɑ0 ɾ d ɛ0 l,5
ɑ0 ɾ d ɛ0 tsʰ,5
ɑ0 ɾ d ə0,4
ɑ0 ɾ d j ɔ0 kʰ,6
ɑ0 ɾ d j u0 n,6
ɑ0 ɾ d j u0 n kʰ,7
ɑ0 ɾ d j u0 n kʰ n,8
ɑ0 ɾ d j u0 n n,7
ɑ0 ɾ d ɑ0 ɾ,5
ɑ0 ɾ d ɑ0 ɾ t,6
ɑ0 ɾ d ɑ0,4
ɑ0 ɾ d ɑ0 l,5
ɑ0 ɾ d ɑ0 tsʰ,5
ɑ0 ɾ d ɑ0 χ,5
ɑ0 ɾ d ɑ0 m,5
ɑ0 ɾ d i0,4
ɑ0 ɾ d ɔ0 tsʰ,5
ɑ0 ɾ ɛ0 tsʰ,4
ɑ0 ɾ ɛ0 l,4
ɑ0 ɾ ɛ0 kʰ,4
ɑ0 ɾ ɛ0 ɾ,4
ɑ0 ɾ ɛ0 ɾ n,5
ɑ0 ɾ ɛ0 v,4
ɑ0 ɾ ɛ0 v n,5
ɑ0 ɾ ɑ0,3
ɑ0 ɾ ɑ0 ɡ,4
ɑ0 ɾ ɑ0 v,4
ɑ0 ɾ ɑ0 n,4
ɑ0 ɾ ɑ0 n kʰ,5
ɑ0 ɾ ɑ0 ts,4
ɑ0 ɾ ɑ0 ts kʰ,5
ɑ0 ɾ ɑ0 k,4
ɑ0 ɾ ɑ0 ɾ t,5
ɑ0 ɾ ɑ0 ɾ,4
ɑ0 ɾ ɑ0 ɾ kʰ,5
ɑ0 ɾ ɑ0 b,4
ɑ0 ɾ ɑ0 p,4
ɑ0 ɾ ɑ0 m,4
ɑ0 ɾ ɑ0 j ɾ,5
ɑ0 ɾ j u0 ɾ,5
ɑ0 ɾ j u0 n,5
ɑ0 ɾ j u0 n kʰ,6
ɑ0 ɾ j u0 n kʰ n,7
ɑ0 ɾ j u0 n n,6
ɑ0 ɾ j ɑ0 n,5
ɑ0 ɾ j ɑ0 m b,6
ɑ0 ɾ i0,3
ɑ0 ɾ i0 t,4
ɑ0 ɾ i0 kʰ,4
ɑ0 ɾ i0 kʰ n,5
ɑ0 ɾ i0 n,4
ɑ0 ɾ i0 tʃʰ,4
ɑ0 ɾ i0 tsʰ,4
ɑ0 ɾ i0 s p,5
ɑ0 ɾ i0 s p n,6
ɑ0 ɾ i0 v n,5
ɑ0 ɾ ts u0 m,5
ɑ0 ɾ ts ɛ0 s,5
ɑ0 ɾ ts ɛ0 m,5
ɑ0 ɾ ts ɛ0 l,5
ɑ0 ɾ ts i0 kʰ,5
ɑ0 ɾ ts i0 kʰ n,6
ɑ0 ɾ ts i0 v,5
ɑ0 ɾ ts ɑ0 tʰ,5
ɑ0 ɾ ts ɑ0 tʰ n,6
ɑ0 ɾ ts v i0,5
ɑ0 ɾ ʒ m ɑ0 n,6
ɑ0 ɾ ʒ m ɑ0 n tsʰ,7
ɑ0 ɾ ʒ m ɑ0 n n,7
ɑ0 ɾ ʒ m ɑ0 n kʰ,7
ɑ0 ɾ ʒ ɛ0,4
ɑ0 ɾ ʒ ɛ0 kʰ,5
ɑ0 ɾ ʒ ɛ0 l,5
ɑ0 ɾ ʒ ɛ0 ɾ,5
ɑ0 ɾ ʒ u0 m,5
ɑ0 ɾ ʒ u0 n,5
ɑ0 ɾ ʒ v u0 m,6
ɑ0 ɾ ʒ v ɛ0 l,6
ɑ0 ɾ ʒ v ɛ0 tsʰ,6
ɑ0 ɾ ʒ v ɔ0 ʁ,6
ɑ0 ɾ ʒ v ɑ0 ts,6
ɑ0 ɾ ʒ v ɑ0 ts n,7
ɑ0 ɾ ʒ v ɑ0 ts kʰ,7
ɑ0 ɾ ʒ ɑ0 n,5
ɑ0 ɾ v ɑ0,4
ɑ0 ɾ v ɑ0 ts,5
ɑ0 ɾ v ɑ0 ts n,6
ɑ0 ɾ v ɑ0 ts kʰ,6
ɑ0 ɾ v ɑ0 k,5
ɑ0 ɾ v ɑ0 k n,6
ɑ0 ɾ v ɑ0 k s,6
ɑ0 ɾ v u0 m,5
ɑ0 ɾ v ɛ0 l,5
ɑ0 ɾ v ɛ0 tsʰ,5
ɑ0 ɾ v ɛ0 s t,6
ɑ0 ɾ v i0,4
ɑ0 ɾ kʰ ə0,4
ɑ0 ɾ kʰ u0 m,5
ɑ0 ɾ kʰ ɑ0,4
ɑ0 ɾ kʰ ɑ0 n,5
ɑ0 ɾ kʰ i0,4
ɑ0 ɾ kʰ i0 n,5
ɑ0 ɾ kʰ i0 tsʰ,5
ɑ0 ɾ kʰ ɔ0 v,5
ɑ0 ɾ kʰ ɛ0 l,5
ɑ0 ɾ kʰ ɛ0 ɾ,5
ɑ0 ɾ kʰ ɛ0 ɾ s,6
ɑ0 ɾ kʰ ɛ0 ɾ n,6
ɑ0 ɾ kʰ ɛ0 ɾ d,6
ɑ0 ɾ u0 m,4
ɑ0 ɾ u0 s t,5
ɑ0 ɾ u0,3
ɑ0 ɾ u0 tsʰ,4
ɑ0 ɾ u0 n,4
ɑ0 ɾ tʰ u0 n,5
ɑ0 ɾ tʰ ɛ0 l,5
ɑ0 ɾ tʰ ɑ0 k,5
ɑ0 ɾ tʰ ɑ0 m,5
ɑ0 ɾ tʰ n ɛ0 tsʰ,6
ɑ0 ɾ dz ɑ0 v,5
ɑ0 ɾ dz ɑ0 n tsʰ,6
ɑ0 ɾ dz ɑ0 n,5
ɑ0 ɾ dz ɑ0 n kʰ,6
ɑ0 ɾ dz ɑ0,4
ɑ0 ɾ dz ɑ0 ts,5
ɑ0 ɾ dz ɑ0 k,5
ɑ0 ɾ dz ɑ0 kʰ,5
ɑ0 ɾ dz ɑ0 ɾ,5
ɑ0 ɾ dz ɛ0 l,5
ɑ0 ɾ dz ɛ0 kʰ,5
ɑ0 ɾ dz j ɑ0 l,6
ɑ0 ɾ dz n u0 m,6
ɑ0 ɾ dz n ɛ0 l,6
ɑ0 ɾ dz n ɛ0 n kʰ,7
ɑ0 ɾ dz n ɛ0 n,6
ɑ0 ɾ dz n ɛ0 tsʰ,6
ɑ0 ɾ dz n ɛ0 m,6
ɑ0 ɾ dz n i0,5
ɑ0 ɾ dz ɾ ɛ0 tsʰ,6
ɑ0 ɾ dz ɾ ɛ0 l,6
ɑ0 ɾ dz ɾ ɛ0 v,6
ɑ0 ɾ dz ɾ ɛ0 v n,7
ɑ0 ɾ dz ɾ u0,5
ɑ0 ɾ dz ɾ i0 n,6
ɑ0 ɾ dz ɾ i0 ɾ,6
ɑ0 ɾ dz i0 ɾ,5
ɑ0 ɾ dz i0,4
ɑ0 ɾ dz ə0,4
ɑ0 ɾ dz u0,4
ɑ0 ɾ dz u0 n kʰ,6
ɑ0 ɾ dz u0 n kʰ n,7
ɑ0 ɾ dz ɔ0 v,5
ɑ0 ɾ t i0,4
ɑ0 ɾ t i0 n,5
ɑ0 ɾ t i0 tsʰ,5
ɑ0 ɾ t kʰ ə0,5
ɑ0 ɾ t kʰ i0,5
ɑ0 ɾ t ə0,4
ɑ0 ɾ t u0 m,5
ɑ0 ɾ t ɛ0 z,5
ɑ0 ɾ t ɛ0 ɾ n,6
ɑ0 ɾ t ɛ0 ɾ,5
ɑ0 ɾ t v ɛ0 ɾ ʒ,7
ɑ0 ɾ t v ɛ0 ɾ dʒ,7
ɑ0 ɾ t v ɛ0 ɾ,6
ɑ0 ɾ t v ɛ0 l,6
ɑ0 ɾ t n tʃʰ ɛ0 tsʰ,7
ɑ0 ɾ t n tʃʰ ɛ0 l,7
ɑ0 ɾ t n tʃʰ ɛ0 kʰ,7
ɑ0 ɾ t n tʃʰ ɛ0 m,7
ɑ0 ɾ t n tʃʰ ɛ0 n,7
ɑ0 ɾ m n i0,5
ɑ0 ɾ m n i0 tsʰ,6
ɑ0 ɾ m n i0 n,6
ɑ0 ɾ m n i0 n tʃʰ,7
ɑ0 ɾ m n ɔ0 v,6
ɑ0 ɾ m n u0 m,6
ɑ0 ɾ m i0 ɾ,5
ɑ0 ɾ m i0 n,5
ɑ0 ɾ m i0 n n,6
ɑ0 ɾ m i0 n s,6
ɑ0 ɾ m i0 n d,6
ɑ0 ɾ m ɑ0 ɾ d,6
ɑ0 ɾ m ɑ0 ɾ d n,7
ɑ0 ɾ m ɑ0 ɾ,5
ɑ0 ɾ m ɑ0 t,5
ɑ0 ɾ m ɑ0 n,5
ɑ0 ɾ m ɑ0 n tsʰ,6
ɑ0 ɾ m ɑ0 n n,6
ɑ0 ɾ m ɑ0 n kʰ,6
ɑ0 ɾ m u0 n,5
ɑ0 ɾ m u0 n kʰ,6
ɑ0 ɾ m u0 n kʰ n,7
ɑ0 ɾ ɡ ɔ0 v,5
ɑ0 ɾ ɡ ɑ0 n kʰ,6
ɑ0 ɾ ɡ ɛ0 v,5
ɑ0 ɾ ɡ ɛ0 l,5
ɑ0 ɾ ɡ ɛ0 l kʰ,6
ɑ0 ɾ ɡ ɛ0 tsʰ,5
ɑ0 ɾ ɡ ɛ0 ɾ,5
ɑ0 ɾ ɡ ɛ0 ɾ n,6
ɑ0 ɾ ɡ i0,4
ɑ0 ɾ ɡ i0 n,5
ɑ0 ɾ ɡ ə0,4
ɑ0 ɾ ɡ u0 m,5
ɑ0 h ɑ0,3
ɑ0 h ɑ0 n,4
ɑ0 h ɑ0 n n,5
ɑ0 h ɑ0 n dʒ,5
ɑ0 h ɑ0 n dʒ d,6
ɑ0 h ɑ0 n ɡ,5
ɑ0 h ɑ0 ts,4
ɑ0 h ɑ0 ɾ,4
ɑ0 h ɛ0 l,4
ɑ0 h ɛ0 tsʰ,4
ɑ0 h ɛ0 n,4
ɑ0 h ɛ0 n kʰ,5
ɑ0 h ɛ0 s,4
ɑ0 h ɛ0 s t,5
ɑ0 h ɛ0 ʁ,4
ɑ0 h ɛ0 m,4
ɑ0 h ɛ0 ɾ,4
ɑ0 h ɛ0 ɾ n,5
ɑ0 h ə0,3
ɑ0 n u0 m,4
ɑ0 n u0 n,4
ɑ0 n u0 n n,5
ɑ0 n u0 n s,5
ɑ0 n u0 n d,5
ɑ0 n u0 k,4
ɑ0 n u0 ʃ,4
ɑ0 n u0 χ,4
ɑ0 n u0 tʰ,4
ɑ0 n ɛ0 l,4
ɑ0 n ɛ0 ɾ,4
ɑ0 n ɛ0 ɾ n,5
ɑ0 n ɛ0 n kʰ,5
ɑ0 n ɛ0 n,4
ɑ0 n ɛ0 m,4
ɑ0 n ɛ0 tsʰ,4
ɑ0 n ɛ0 s,4
ɑ0 n ɛ0 kʰ,4
ɑ0 n ɛ0 ts kʰ,5
ɑ0 n ɛ0 tʰ,4
ɑ0 n v ɑ0 n,5
ɑ0 n v ɑ0 n d,6
ɑ0 n v ɑ0 z n,6
ɑ0 n v ɑ0 ts,5
ɑ0 n v ɑ0 ts n,6
ɑ0 n v ɑ0 ts kʰ,6
ɑ0 n v ɑ0 m b,6
ɑ0 n v tʃ ɑ0 ɾ,6
ɑ0 n v tʃ ɑ0 ɾ n,7
ɑ0 n v ɛ0 l,5
ɑ0 n v ɛ0 tsʰ,5
ɑ0 n v ɛ0 ɾ ʒ,6
ɑ0 n v ɛ0 ɾ dʒ,6
ɑ0 n v ɛ0 ɾ,5
ɑ0 n v t ɑ0 n ɡ,7
ɑ0 n v t ɑ0 n d,7
ɑ0 n v ɔ0 ɾ,5
ɑ0 n v u0 m,5
ɑ0 n v n ɑ0 s,6
ɑ0 n d ɛ0 p,5
ɑ0 n d ɛ0 s,5
ɑ0 n d ɛ0 ɾ dz,6
ɑ0 n d ɛ0 ɾ,5
ɑ0 n d ɛ0 l,5
ɑ0 n d ɛ0 m,5
ɑ0 n d ɑ0 m,5
ɑ0 n d ɑ0 ʁ,5
ɑ0 n d ɑ0 ɾ,5
ɑ0 n d ɑ0 ɾ t,6
ɑ0 n d u0 χ t,6
ɑ0 n d u0 ɡ n,6
ɑ0 n d u0 m,5
ɑ0 n d v ɑ0 ts,6
ɑ0 n d v ɑ0 ts n,7
ɑ0 n d v ɑ0 ts kʰ,7
ɑ0 n d v ɛ0 l,6
ɑ0 n d i0 n,5
ɑ0 n d i0,4
ɑ0 n d ə0,4
ɑ0 n d ɔ0 ɾ ɾ,6
ɑ0 n k ɑ0 χ,5
ɑ0 n k ɑ0 ɾ ts,6
ɑ0 n k ɑ0 ɾ d,6
ɑ0 n k ɑ0 ɾ d n,7
ɑ0 n k ɑ0 ɾ ɡ,6
ɑ0 n k ɑ0 p,5
ɑ0 n k ɑ0 t,5
ɑ0 n k ɑ0 n,5
ɑ0 n k ɑ0 n dʒ,6
ɑ0 n k ɑ0 n dʒ d,7
ɑ0 n k ɛ0 ʁ ts,6
ɑ0 n k i0,4
ɑ0 n k ə0,4
ɑ0 n k u0 m,5
ɑ0 n k u0 m b,6
ɑ0 n k u0 tsʰ,5
ɑ0 n k m ɑ0 n,6
ɑ0 n k m ɑ0 n tsʰ,7
ɑ0 n k m ɑ0 n n,7
ɑ0 n k m ɑ0 n kʰ,7
ɑ0 n tsʰ i0 tsʰ,5
ɑ0 n tsʰ i0,4
ɑ0 n tsʰ i0 ɾ,5
ɑ0 n tsʰ i0 n,5
ɑ0 n tsʰ i0 n kʰ n,7
ɑ0 n tsʰ i0 n kʰ,6
ɑ0 n tsʰ n u0 m,6
ɑ0 n tsʰ n ɛ0 l,6
ɑ0 n tsʰ n ɛ0 n kʰ,7
ɑ0 n tsʰ n ɛ0 n,6
ɑ0 n tsʰ n ɛ0 m,6
ɑ0 n tsʰ n ɛ0 s,6
ɑ0 n tsʰ n i0,5
ɑ0 n tsʰ n ɔ0 ʁ,6
ɑ0 n tsʰ ɛ0 l,5
ɑ0 n tsʰ ɛ0 kʰ,5
ɑ0 n tsʰ ɛ0 ɾ,5
ɑ0 n tsʰ ɛ0 ɾ n,6
ɑ0 n tsʰ ɑ0 v,5
ɑ0 n tsʰ ɑ0 n,5
ɑ0 n tsʰ ɑ0 n kʰ,6
ɑ0 n tsʰ ɑ0 ts,5
ɑ0 n tsʰ ɑ0,4
ɑ0 n tsʰ j ɑ0 l,6
ɑ0 n tsʰ v ɛ0 l,6
ɑ0 n tsʰ v ɛ0 tsʰ,6
ɑ0 n tsʰ v ɑ0 ts,6
ɑ0 n tsʰ v ɑ0 ts n,7
ɑ0 n tsʰ v ɑ0 ts kʰ,7
ɑ0 n tsʰ u0 m,5
ɑ0 n tsʰ ɔ0 v,5
ɑ0 n tsʰ ə0,4
ɑ0 n tsʰ m ɑ0 n,6
ɑ0 n tsʰ m ɑ0 n tsʰ,7
ɑ0 n tsʰ m ɑ0 n n,7
ɑ0 n tsʰ m ɑ0 n kʰ,7
ɑ0 n tsʰ m ɑ0 m b,7
ɑ0 n i0 tsʰ,4
ɑ0 n i0,3
ɑ0 n i0 n,4
ɑ0 n i0 n tʃʰ,5
ɑ0 n i0 ɾ,4
ɑ0 n i0 s n,5
ɑ0 n i0 kʰ,4
ɑ0 n dz ɑ0 n tsʰ,6
ɑ0 n dz ɑ0 n,5
ɑ0 n dz ɑ0 n kʰ,6
ɑ0 n dz ɑ0 m b,6
ɑ0 n dz ɑ0 j n kʰ,7
ɑ0 n dz ɑ0 j n,6
ɑ0 n dz i0,4
ɑ0 n dz i0 n kʰ n,7
ɑ0 n dz i0 n kʰ,6
ɑ0 n dz i0 n,5
ɑ0 n dz ə0,4
ɑ0 n dz ɾ ɛ0 tsʰ,6
ɑ0 n dz ɾ ɛ0 l,6
ɑ0 n dz ɾ ɛ0 v,6
ɑ0 n dz ɾ ɛ0 v n,7
ɑ0 n dz n ɛ0 l,6
ɑ0 n dz n ɛ0 n kʰ,7
ɑ0 n dz n ɛ0 n,6
ɑ0 n dz n ɛ0 tsʰ,6
ɑ0 n dz n ɛ0 m,6
ɑ0 n dz n u0 m,6
ɑ0 n dz n v ɛ0 l,7
ɑ0 n dz n v ɛ0 tsʰ,7
ɑ0 n dz n v ɛ0 ɾ ʒ,8
ɑ0 n dz n v ɛ0 ɾ dʒ,8
ɑ0 n dz n v ɛ0 ɾ,7
ɑ0 n dz n v ɑ0 n,7
ɑ0 n dz n v ɑ0 n d,8
ɑ0 n dz n v ɑ0 z n,8
ɑ0 n dz n v ɑ0 ts,7
ɑ0 n dz n v ɑ0 ts n,8
ɑ0 n dz n v ɑ0 ts kʰ,8
ɑ0 n dz n v ɑ0 m b,8
ɑ0 n dz n v u0 m,7
ɑ0 n dz n i0,5
ɑ0 n dz n ɑ0 ts,6
ɑ0 n dz ɛ0 ɾ,5
ɑ0 n dz ɛ0 ɾ n,6
ɑ0 n ʃ u0 ʃ t,6
ɑ0 n ʃ ɑ0 ɾ ʒ,6
ɑ0 n ʃ ɑ0 ɾ,5
ɑ0 n ʃ ɑ0 n,5
ɑ0 n tʃʰ ɛ0 tsʰ,5
ɑ0 n tʃʰ ɛ0 l,5
ɑ0 n tʃʰ ɛ0 kʰ,5
ɑ0 n tʃʰ ɛ0 m,5
ɑ0 n tʃʰ ɛ0 n,5
ɑ0 n tʃʰ u0 m,5
ɑ0 n tʃʰ ɑ0 pʰ,5
ɑ0 n tʃʰ ɑ0 ts,5
ɑ0 n tʃʰ i0,4
ɑ0 n tʃʰ i0 ɾ,5
ɑ0 n tʃʰ ɔ0 ɾ s,6
ɑ0 n tʃʰ v ɔ0 ʁ,6
ɑ0 n tʃʰ v u0 m,6
ɑ0 n tʃʰ v ɑ0 ts,6
ɑ0 n tʃʰ v ɑ0 ts n,7
ɑ0 n tʃʰ v ɑ0 ts kʰ,7
ɑ0 n h ɑ0 j t,6
ɑ0 n h ɑ0 t,5
ɑ0 n h n ɑ0 ɾ,6
ɑ0 n h n ɑ0 ɾ k,7
ɑ0 n h i0 n,5
ɑ0 n h i0 n ɡ,6
ɑ0 n h i0 m n,6
ɑ0 n h ɔ0 ɡ,5
ɑ0 n h u0 j s,6
ɑ0 n m ɛ0 ʁ,5
ɑ0 n m ɛ0 k,5
ɑ0 n m ɑ0 h,5
ɑ0 n m ɑ0 n,5
ɑ0 n m ɑ0 n tsʰ,6
ɑ0 n m ɑ0 n n,6
ɑ0 n m ɑ0 n kʰ,6
ɑ0 n m ɑ0 s n,6
ɑ0 n m i0 t,5
ɑ0 n m ʃ ɑ0 k,6
ɑ0 n ɔ0 v,4
ɑ0 n ɔ0 tʰ,4
ɑ0 n ɔ0 ɾ,4
ɑ0 n ɔ0 n,4
ɑ0 n ɔ0 n tsʰ,5
ɑ0 n ɔ0 n kʰ,5
ɑ0 n ɔ0 ʁ,4
ɑ0 n tʰ l pʰ ɑ0 t,7
ɑ0 n tʰ tʰ χ m ɔ0 ɾ,8
ɑ0 n tʰ i0 v,5
ɑ0 n t u0 m,5
ɑ0 n t u0 n,5
ɑ0 n t i0 k,5
ɑ0 n t i0,4
ɑ0 n t i0 tsʰ,5
ɑ0 n t ɑ0 r,5
